Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
202012,29,071,2,4,Franklin County               ,323,323,81184205,7,14,2379212,0,0,0,7,100,10591825,318,318,80114832,7,14,2379212,0,0,0,7,100,10591825
202012,29,095,2,4,Jackson County                ,2135,2135,489579884,86,172,16255009,34,134,14091660,68,2343,231908477,2057,2057,468966860,86,172,16255009,32,128,13168860,63,2318,229004677
202012,29,099,2,4,Jefferson County              ,828,828,204633907,5,10,1440708,0,0,0,0,0,0,789,789,198537772,5,10,1440708,0,0,0,0,0,0
202012,29,105,2,4,Laclede County                ,41,41,6649970,1,2,199050,0,0,0,0,0,0,41,41,6649970,1,2,199050,0,0,0,0,0,0
202012,29,107,2,4,Lafayette County              ,84,84,19379026,0,0,0,0,0,0,0,0,0,80,80,18667000,0,0,0,0,0,0,0,0,0
202012,29,113,2,4,Lincoln County                ,220,220,31255785,2,4,320000,0,0,0,0,0,0,220,220,31255785,2,4,320000,0,0,0,0,0,0
202012,29,165,2,4,Platte County                 ,362,362,92944133,3,6,1445000,5,20,1900000,2,48,3600000,355,355,90557511,3,6,1445000,5,20,1900000,2,48,3600000
202012,29,185,2,4,St. Clair County              ,2,2,275000,0,0,0,0,0,0,0,0,0,2,2,275000,0,0,0,0,0,0,0,0,0
202012,29,189,2,4,St. Louis County              ,926,926,406448927,0,0,0,5,20,4520835,9,281,19584474,902,902,391009452,0,0,0,5,20,4520835,2,238,15451157
202012,29,219,2,4,Warren County                 ,334,334,82309981,0,0,0,2,8,1020365,4,36,3227377,334,334,82309981,0,0,0,2,8,1020365,4,36,3227377
202012,29,221,2,4,Washington County             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,29,510,2,4,St. Louis (Independent City)  ,124,124,26406803,3,6,1470000,3,9,1974999,12,283,50791780,50,50,11852400,3,6,1470000,0,0,0,6,134,39959555
202012,30,013,4,8,Cascade County                ,135,135,35090640,2,4,920693,0,0,0,1,12,925000,135,135,35090640,2,4,920693,0,0,0,1,12,925000
202012,30,033,4,8,Garfield County               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,30,063,4,8,Missoula County               ,420,420,94774414,7,14,1407123,1,3,175000,14,351,18170991,420,420,94774414,7,14,1407123,1,3,175000,14,351,18170991
202012,30,093,4,8,Silver Bow County             ,79,79,7809449,31,62,5429420,0,0,0,0,0,0,79,79,7809449,31,62,5429420,0,0,0,0,0,0
202012,31,001,2,4,Adams County                  ,59,59,14286705,0,0,0,0,0,0,0,0,0,58,58,14008491,0,0,0,0,0,0,0,0,0
202012,31,025,2,4,Cass County                   ,129,129,26156336,3,6,516438,0,0,0,0,0,0,68,68,14973938,2,4,298853,0,0,0,0,0,0
202012,31,033,2,4,Cheyenne County               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,31,055,2,4,Douglas County                ,1813,1813,295077123,3,6,1094204,0,0,0,44,1421,110368890,1813,1813,295077123,3,6,1094204,0,0,0,44,1421,110368890
202012,31,105,2,4,Kimball County                ,1,1,237744,0,0,0,0,0,0,0,0,0,1,1,237744,0,0,0,0,0,0,0,0,0
202012,31,153,2,4,Sarpy County                  ,1220,1220,338159627,3,6,1383065,3,11,1981000,25,509,49583196,980,980,274945097,3,6,1383065,3,11,1981000,23,499,48475156
202012,31,165,2,4,Sioux County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,31,177,2,4,Washington County             ,71,71,21055081,0,0,0,0,0,0,0,0,0,71,71,21055081,0,0,0,0,0,0,0,0,0
202012,32,001,4,8,Churchill County              ,99,99,20776728,0,0,0,0,0,0,0,0,0,99,99,20776728,0,0,0,0,0,0,0,0,0
202012,32,003,4,8,Clark County                  ,10038,10038,2474442701,269,538,29898283,177,584,67290480,168,2940,252595845,10038,10038,2474442701,269,538,29898283,177,584,67290480,168,2940,252595845
202012,32,005,4,8,Douglas County                ,200,200,91111223,0,0,0,0,0,0,0,0,0,200,200,91111223,0,0,0,0,0,0,0,0,0
202012,32,007,4,8,Elko County                   ,180,180,28472878,0,0,0,0,0,0,0,0,0,177,177,28272877,0,0,0,0,0,0,0,0,0
202012,32,013,4,8,Humboldt County               ,15,15,2312674,0,0,0,0,0,0,0,0,0,15,15,2312674,0,0,0,0,0,0,0,0,0
202012,32,015,4,8,Lander County                 ,6,6,719353,0,0,0,0,0,0,0,0,0,6,6,719353,0,0,0,0,0,0,0,0,0
202012,32,017,4,8,Lincoln County                ,12,12,2081834,0,0,0,0,0,0,0,0,0,12,12,2081834,0,0,0,0,0,0,0,0,0
202012,32,019,4,8,Lyon County                   ,323,323,82487500,0,0,0,0,0,0,0,0,0,312,312,79523258,0,0,0,0,0,0,0,0,0
202012,32,021,4,8,Mineral County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,32,027,4,8,Pershing County               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,32,029,4,8,Storey County                 ,11,11,1107344,0,0,0,1,4,300000,0,0,0,11,11,1107344,0,0,0,1,4,300000,0,0,0
202012,32,031,4,8,Washoe County                 ,2618,2618,711925053,24,48,5037084,13,44,5773422,97,1779,224467607,656,656,157633994,0,0,0,0,0,0,0,0,0
202012,32,033,4,8,White Pine County             ,8,8,1491674,0,0,0,0,0,0,0,0,0,8,8,1491674,0,0,0,0,0,0,0,0,0
202012,32,510,4,8,Carson City (Independent City),190,190,50052999,0,0,0,3,9,1145553,9,64,6390053,56,56,14630916,0,0,0,0,0,0,0,0,0
202012,33,015,1,1,Rockingham County             ,686,686,197874614,35,70,12254515,6,23,1593337,25,393,63558588,525,525,151974864,27,54,8692239,5,20,1181091,10,316,56943864
202012,33,017,1,1,Strafford County              ,275,275,60576175,3,6,868608,1,3,425000,4,43,5726000,270,270,59655008,3,6,868608,1,3,425000,4,43,5726000
202012,34,001,1,2,Atlantic County               ,500,500,136287528,3,6,961420,0,0,0,15,162,18406077,482,482,128146200,3,6,961420,0,0,0,3,15,2226
202012,34,003,1,2,Bergen County                 ,1148,1148,238521259,119,238,31468954,12,37,3476859,144,2310,312379299,870,870,161087688,103,206,25447379,9,28,2507604,48,1589,230214788
202012,34,005,1,2,Burlington County             ,775,775,113197946,3,6,154200,4,14,1557481,78,706,46586702,543,543,80777202,3,6,154200,3,11,1353955,46,392,27263093
202012,34,007,1,2,Camden County                 ,350,350,38042258,1,2,300,3,10,1113144,53,571,39313039,323,323,35121510,1,2,300,2,6,744001,33,386,26324810
202012,34,009,1,2,Cape May County               ,474,474,200911878,86,172,38443410,5,19,2478900,3,15,684596,458,458,196562179,86,172,38443410,5,19,2478900,2,10,636200
202012,34,011,1,2,Cumberland County             ,140,140,32063882,0,0,0,0,0,0,0,0,0,133,133,31389721,0,0,0,0,0,0,0,0,0
202012,34,013,1,2,Essex County                  ,422,422,86862830,141,282,23226629,37,121,9319047,53,1519,180557352,333,333,71052930,139,278,23205254,34,112,7076646,26,1228,155401937
202012,34,015,1,2,Gloucester County             ,645,645,82854503,1,2,6000,1,3,128055,21,130,11217588,528,528,67627526,0,0,0,0,0,0,1,6,828400
202012,34,017,1,2,Hudson County                 ,237,237,53328141,67,134,17602158,43,142,21999099,150,6467,866379342,227,227,50879703,59,118,15787501,37,124,20389437,138,6137,781834430
202012,34,019,1,2,Hunterdon County              ,132,132,25909534,6,12,1546901,0,0,0,19,177,12339061,109,109,21779361,3,6,847301,0,0,0,4,90,6860595
202012,34,021,1,2,Mercer County                 ,218,218,64598202,0,0,0,7,25,2114500,32,587,48530424,197,197,59690020,0,0,0,6,22,2098000,19,518,44181035
202012,34,023,1,2,Middlesex County              ,800,800,116952494,9,18,1414571,20,72,3349126,59,1878,197404901,727,727,106234706,4,8,617600,18,66,2695926,41,1642,158119194
202012,34,025,1,2,Monmouth County               ,1276,1276,309197357,2,4,300850,4,14,1728933,50,655,70180783,1123,1123,253546248,1,2,144000,3,11,1720933,45,607,66405968
202012,34,027,1,2,Morris County                 ,981,981,160260889,4,8,500661,12,39,1066825,31,615,32607996,804,804,114595205,1,2,190000,11,36,945000,14,529,24662964
202012,34,029,1,2,Ocean County                  ,3082,3082,466416991,25,50,4809508,9,32,1311552,73,436,14448362,2995,2995,450105088,25,50,4809508,9,32,1311552,70,421,13086062
202012,34,031,1,2,Passaic County                ,112,112,25183285,12,24,1792216,2,6,111109,76,1295,87510226,66,66,17831842,5,10,795200,1,3,17800,47,972,70029936
202012,34,033,1,2,Salem County                  ,35,35,6885646,0,0,0,0,0,0,0,0,0,30,30,6056761,0,0,0,0,0,0,0,0,0
202012,34,035,1,2,Somerset County               ,359,359,59513177,2,4,470108,16,53,7474653,60,1017,76993660,288,288,47845421,1,2,303608,15,49,6663201,37,781,56606971
202012,34,037,1,2,Sussex County                 ,211,211,35984080,1,2,643000,3,12,1455300,0,0,0,193,193,29969185,0,0,0,3,12,1455300,0,0,0
202012,34,039,1,2,Union County                  ,243,243,55802251,112,224,18644290,7,21,894411,77,2176,130058860,153,153,36034168,111,222,18366090,5,15,447988,32,1513,93166002
202012,34,041,1,2,Warren County                 ,151,151,20038348,5,10,1678500,0,0,0,27,143,11555012,85,85,9288785,2,4,75300,0,0,0,24,128,10105292
202012,35,000,4,8,New Mexico Balance of State   ,396,396,107347394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,35,001,4,8,Bernalillo County             ,1084,1084,302969139,0,0,0,0,0,0,0,0,0,1084,1084,302969139,0,0,0,0,0,0,0,0,0
202012,35,005,4,8,Chaves County                 ,69,69,14870885,0,0,0,0,0,0,0,0,0,40,40,9941328,0,0,0,0,0,0,0,0,0
202012,35,009,4,8,Curry County                  ,56,56,14126734,0,0,0,0,0,0,11,55,5070318,0,0,0,0,0,0,0,0,0,0,0,0
202012,35,013,4,8,Dona Ana County               ,1033,1033,264364648,2,4,788911,2,8,632000,7,64,4500000,960,960,248080071,2,4,788911,2,8,632000,7,64,4500000
202012,35,015,4,8,Eddy County                   ,188,188,46303116,4,8,700000,0,0,0,29,252,28920000,188,188,46303116,4,8,700000,0,0,0,29,252,28920000
202012,35,017,4,8,Grant County                  ,10,10,1620802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,35,025,4,8,Lea County                    ,147,147,38495873,0,0,0,0,0,0,0,0,0,112,112,30826124,0,0,0,0,0,0,0,0,0
202012,35,027,4,8,Lincoln County                ,63,63,22908886,0,0,0,0,0,0,0,0,0,63,63,22908886,0,0,0,0,0,0,0,0,0
202012,35,028,4,8,Los Alamos County             ,24,24,6320104,0,0,0,0,0,0,0,0,0,24,24,6320104,0,0,0,0,0,0,0,0,0
202012,35,029,4,8,Luna County                   ,7,7,1524435,0,0,0,0,0,0,0,0,0,5,5,1166835,0,0,0,0,0,0,0,0,0
202012,35,031,4,8,McKinley County               ,4,4,1191000,0,0,0,0,0,0,1,9,750000,4,4,1191000,0,0,0,0,0,0,1,9,750000
202012,35,035,4,8,Otero County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,35,041,4,8,Roosevelt County              ,21,21,3213139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,35,043,4,8,Sandoval County               ,745,745,165421876,0,0,0,7,21,2292674,12,68,2833330,10,10,3841121,0,0,0,0,0,0,0,0,0
202012,35,045,4,8,San Juan County               ,90,90,22644340,0,0,0,0,0,0,1,8,500000,90,90,22644340,0,0,0,0,0,0,1,8,500000
202012,35,047,4,8,San Miguel County             ,3,3,663668,0,0,0,0,0,0,0,0,0,3,3,663668,0,0,0,0,0,0,0,0,0
202012,35,049,4,8,Santa Fe County               ,288,288,78553639,0,0,0,0,0,0,23,317,44356560,251,251,70090447,0,0,0,0,0,0,22,288,40801200
202012,35,055,4,8,Taos County                   ,83,83,19228583,0,0,0,0,0,0,0,0,0,83,83,19228583,0,0,0,0,0,0,0,0,0
202012,35,061,4,8,Valencia County               ,96,96,21516091,0,0,0,0,0,0,0,0,0,96,96,21516091,0,0,0,0,0,0,0,0,0
202012,36,001,1,2,Albany County                 ,386,386,91501136,10,20,3360338,15,60,9580000,16,182,13018240,375,375,89492537,10,20,3360338,15,60,9580000,16,182,13018240
202012,36,005,1,2,Bronx County                  ,5,5,1314961,11,22,3327882,11,35,4649271,94,4570,527626000,5,5,1314961,11,22,3327882,11,35,4649271,94,4570,527626000
202012,36,029,1,2,Erie County                   ,782,782,264921826,15,30,5132960,8,31,7186760,36,430,64297536,716,716,252632963,15,30,5132960,8,31,7186760,21,210,16245650
202012,36,047,1,2,Kings County                  ,44,44,11628283,38,76,11483706,28,90,11908548,184,6592,718509685,42,42,11099957,36,72,10885618,25,80,10615852,171,6070,711754051
202012,36,051,1,2,Livingston County             ,49,49,11841770,1,2,400000,0,0,0,2,10,500000,37,37,9417000,1,2,400000,0,0,0,0,0,0
202012,36,055,1,2,Monroe County                 ,594,594,150370378,10,20,2532500,16,58,7149000,28,645,84513328,521,521,137851279,9,18,2230000,13,49,6429000,23,542,71555696
202012,36,059,1,2,Nassau County                 ,627,627,270813839,6,12,2358333,1,3,399144,29,704,144405032,269,269,185891922,1,2,500000,1,3,399144,10,373,93800000
202012,36,061,1,2,New York County               ,0,0,0,1,2,300657,1,4,530546,36,1890,223947652,0,0,0,1,2,300657,1,4,530546,36,1890,223947652
202012,36,063,1,2,Niagara County                ,148,148,40865013,1,2,650000,0,0,0,1,39,681080,130,130,34932181,1,2,650000,0,0,0,1,39,681080
202012,36,069,1,2,Ontario County                ,270,270,69056275,11,22,3229480,5,16,1856000,1,12,1510000,260,260,67376275,11,22,3229480,5,16,1856000,1,12,1510000
202012,36,073,1,2,Orleans County                ,32,32,5914127,0,0,0,0,0,0,0,0,0,32,32,5914127,0,0,0,0,0,0,0,0,0
202012,36,079,1,2,Putnam County                 ,32,32,9362950,0,0,0,0,0,0,1,6,731700,30,30,9197950,0,0,0,0,0,0,1,6,731700
202012,36,081,1,2,Queens County                 ,62,62,16415249,108,216,32704061,20,62,8232100,90,5500,658527741,62,62,16415249,108,216,32704061,20,62,8232100,90,5500,658527741
202012,36,083,1,2,Rensselaer County             ,124,124,30140105,3,6,1386766,0,0,0,4,34,1900000,74,74,16880693,3,6,1386766,0,0,0,2,24,1000000
202012,36,085,1,2,Richmond County               ,106,106,28080879,106,212,32129299,0,0,0,10,90,10153548,106,106,28080879,106,212,32129299,0,0,0,10,90,10153548
202012,36,087,1,2,Rockland County               ,87,87,27954864,27,54,7865086,20,65,8129093,25,254,33208939,43,43,16178146,0,0,0,0,0,0,8,155,19624815
202012,36,091,1,2,Saratoga County               ,679,679,201183063,9,18,2967500,6,20,3707909,31,293,33102242,581,581,168926623,7,14,2407500,5,17,3107909,22,242,31089582
202012,36,093,1,2,Schenectady County            ,74,74,17488778,0,0,0,0,0,0,2,55,7328415,60,60,14887714,0,0,0,0,0,0,2,55,7328415
202012,36,095,1,2,Schoharie County              ,37,37,8042738,0,0,0,0,0,0,0,0,0,27,27,6145886,0,0,0,0,0,0,0,0,0
202012,36,099,1,2,Seneca County                 ,56,56,9143147,0,0,0,0,0,0,0,0,0,56,56,9143147,0,0,0,0,0,0,0,0,0
202012,36,103,1,2,Suffolk County                ,589,589,502588267,0,0,0,1,3,560670,0,0,0,530,530,455903476,0,0,0,1,3,560670,0,0,0
202012,36,117,1,2,Wayne County                  ,105,105,23508670,5,10,1279200,0,0,0,2,16,600000,83,83,19096282,5,10,1279200,0,0,0,2,16,600000
202012,36,119,1,2,Westchester County            ,288,288,152885551,21,42,7292273,3,9,1102500,37,2132,371809921,228,228,121245722,10,20,4758125,1,3,862500,11,886,139071697
202012,37,007,3,5,Anson County                  ,55,55,8242575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,37,011,3,5,Avery County                  ,132,132,71291250,0,0,0,3,12,1260000,1,8,350000,132,132,71291250,0,0,0,3,12,1260000,1,8,350000
202012,37,015,3,5,Bertie County                 ,23,23,4294874,0,0,0,0,0,0,0,0,0,23,23,4294874,0,0,0,0,0,0,0,0,0
202012,37,025,3,5,Cabarrus County               ,1947,1947,311211282,2,4,124000,0,0,0,32,1183,107526801,1947,1947,311211282,2,4,124000,0,0,0,32,1183,107526801
202012,37,033,3,5,Caswell County                ,30,30,6996466,0,0,0,0,0,0,0,0,0,30,30,6996466,0,0,0,0,0,0,0,0,0
202012,37,037,3,5,Chatham County                ,629,629,207773295,1,2,300000,0,0,0,3,69,9675862,458,458,151783343,1,2,300000,0,0,0,0,0,0
202012,37,051,3,5,Cumberland County             ,633,633,120913974,3,6,635174,1,4,600000,3,66,12000000,633,633,120913974,2,4,291970,1,4,600000,3,66,12000000
202012,37,053,3,5,Currituck County              ,560,560,116404047,0,0,0,0,0,0,0,0,0,560,560,116404047,0,0,0,0,0,0,0,0,0
202012,37,059,3,5,Davie County                  ,198,198,46123455,0,0,0,2,6,552800,6,52,2050602,101,101,24336309,0,0,0,2,6,552800,0,0,0
202012,37,063,3,5,Durham County                 ,2131,2131,424264026,5,10,599654,3,10,4186836,22,1588,194207057,1714,1714,344047650,5,10,599654,1,4,2686900,17,1332,155420601
202012,37,069,3,5,Franklin County               ,913,913,207863322,0,0,0,0,0,0,0,0,0,913,913,207863322,0,0,0,0,0,0,0,0,0
202012,37,071,3,5,Gaston County                 ,1634,1634,443193327,2,4,441754,2,6,1048518,1,84,11026840,1416,1416,369774831,1,2,256304,0,0,0,1,84,11026840
202012,37,077,3,5,Granville County              ,315,315,65276616,0,0,0,0,0,0,0,0,0,315,315,65276616,0,0,0,0,0,0,0,0,0
202012,37,081,3,5,Guilford County               ,1694,1694,400214501,2,4,253000,0,0,0,27,902,107656411,1246,1246,246496585,2,4,253000,0,0,0,27,902,107656411
202012,37,089,3,5,Henderson County              ,572,572,167751677,0,0,0,0,0,0,0,0,0,572,572,167751677,0,0,0,0,0,0,0,0,0
202012,37,093,3,5,Hoke County                   ,339,339,79407241,0,0,0,0,0,0,0,0,0,339,339,79407241,0,0,0,0,0,0,0,0,0
202012,37,097,3,5,Iredell County                ,1529,1529,390572587,2,4,782258,0,0,0,16,372,31044308,1529,1529,390572587,2,4,782258,0,0,0,16,372,31044308
202012,37,101,3,5,Johnston County               ,3447,3447,587243257,0,0,0,0,0,0,0,0,0,3342,3342,570104186,0,0,0,0,0,0,0,0,0
202012,37,119,3,5,Mecklenburg County            ,6826,6826,1598730271,26,52,6255550,5,16,2978301,123,4173,416731581,6826,6826,1598730271,26,52,6255550,5,16,2978301,123,4173,416731581
202012,37,133,3,5,Onslow County                 ,1351,1351,209580483,0,0,0,1,4,320000,5,80,5140000,1351,1351,209580483,0,0,0,1,4,320000,5,80,5140000
202012,37,135,3,5,Orange County                 ,350,350,109447538,1,2,152000,2,7,1650000,6,106,15641223,350,350,109447538,1,2,152000,2,7,1650000,6,106,15641223
202012,37,145,3,5,Person County                 ,168,168,40069426,0,0,0,0,0,0,0,0,0,110,110,26710673,0,0,0,0,0,0,0,0,0
202012,37,151,3,5,Randolph County               ,354,354,79714049,2,4,181591,0,0,0,0,0,0,330,330,77457860,0,0,0,0,0,0,0,0,0
202012,37,157,3,5,Rockingham County             ,205,205,57854973,2,4,464031,0,0,0,0,0,0,205,205,57854973,2,4,464031,0,0,0,0,0,0
202012,37,179,3,5,Union County                  ,2004,2004,427243226,0,0,0,0,0,0,9,350,41950089,2004,2004,427243226,0,0,0,0,0,0,9,350,41950089
202012,37,181,3,5,Vance County                  ,87,87,15601911,0,0,0,0,0,0,0,0,0,87,87,15601911,0,0,0,0,0,0,0,0,0
202012,37,183,3,5,Wake County                   ,8337,8337,2062359739,12,24,3350773,2,8,1301405,78,4229,598532240,8309,8309,2058782831,12,24,3350773,2,8,1301405,77,4204,596643414
202012,37,195,3,5,Wilson County                 ,215,215,38838590,12,24,1228720,0,0,0,6,144,9694000,215,215,38838590,12,24,1228720,0,0,0,6,144,9694000
202012,39,007,2,3,Ashtabula County              ,96,96,22641745,4,8,500000,15,45,2940000,0,0,0,96,96,22641745,4,8,500000,15,45,2940000,0,0,0
202012,39,015,2,3,Brown County                  ,108,108,29940431,0,0,0,0,0,0,0,0,0,108,108,29940431,0,0,0,0,0,0,0,0,0
202012,39,017,2,3,Butler County                 ,1107,1107,238303124,9,18,2205000,0,0,0,0,0,0,1023,1023,225211636,9,18,2205000,0,0,0,0,0,0
202012,39,025,2,3,Clermont County               ,660,660,162595690,10,20,2756971,11,38,4760000,33,240,14450762,660,660,162595690,10,20,2756971,11,38,4760000,33,240,14450762
202012,39,041,2,3,Delaware County               ,1731,1731,486937037,3,6,1500000,3,12,923902,21,153,12801908,1500,1500,436616023,0,0,0,3,12,923902,13,108,7279160
202012,39,049,2,3,Franklin County               ,1929,1929,600194156,29,58,10271000,32,120,15008199,190,5878,517456308,1914,1914,596412070,29,58,10271000,32,120,15008199,188,5868,516246978
202012,39,055,2,3,Geauga County                 ,127,127,45421098,6,12,1200000,0,0,0,0,0,0,127,127,45421098,6,12,1200000,0,0,0,0,0,0
202012,39,085,2,3,Lake County                   ,569,569,118756366,0,0,0,0,0,0,1,119,6000000,546,546,114277221,0,0,0,0,0,0,1,119,6000000
202012,39,089,2,3,Licking County                ,289,289,81092139,0,0,0,1,3,443862,0,0,0,286,286,80316027,0,0,0,0,0,0,0,0,0
202012,39,093,2,3,Lorain County                 ,1067,1067,260497084,1,2,560000,24,95,4193000,15,106,11858243,994,994,245348187,1,2,560000,24,95,4193000,15,106,11858243
202012,39,097,2,3,Madison County                ,170,170,47435342,0,0,0,0,0,0,0,0,0,116,116,31385750,0,0,0,0,0,0,0,0,0
202012,39,103,2,3,Medina County                 ,454,454,166082099,0,0,0,0,0,0,1,45,7870891,454,454,166082099,0,0,0,0,0,0,1,45,7870891
202012,39,117,2,3,Morrow County                 ,89,89,23672056,0,0,0,0,0,0,1,16,1999027,85,85,22601696,0,0,0,0,0,0,1,16,1999027
202012,39,159,2,3,Union County                  ,466,466,146319990,19,38,6467000,6,21,1060000,26,329,15882460,466,466,146319990,19,38,6467000,6,21,1060000,26,329,15882460
202012,39,165,2,3,Warren County                 ,1321,1321,375529623,6,12,2492802,0,0,0,18,307,37413772,1232,1232,342486225,6,12,2492802,0,0,0,18,307,37413772
202012,40,001,3,7,Adair County                  ,6,6,620000,3,6,850000,0,0,0,0,0,0,6,6,620000,3,6,850000,0,0,0,0,0,0
202012,40,017,3,7,Canadian County               ,441,441,102105672,17,34,5916699,0,0,0,0,0,0,360,360,75807936,16,32,5690000,0,0,0,0,0,0
202012,40,021,3,7,Cherokee County               ,87,87,10817822,3,6,390000,0,0,0,8,40,1952384,8,8,450000,0,0,0,0,0,0,0,0,0
202012,40,027,3,7,Cleveland County              ,876,876,218341932,12,24,2930000,1,4,720000,24,246,16782000,868,868,217344669,12,24,2930000,1,4,720000,24,246,16782000
202012,40,029,3,7,Coal County                   ,1,1,100000,0,0,0,0,0,0,0,0,0,1,1,100000,0,0,0,0,0,0,0,0,0
202012,40,037,3,7,Creek County                  ,99,99,20523940,1,2,223682,0,0,0,12,96,7384613,26,26,4431715,1,2,223682,0,0,0,0,0,0
202012,40,051,3,7,Grady County                  ,168,168,13542340,17,34,2517000,0,0,0,0,0,0,167,167,13294740,17,34,2517000,0,0,0,0,0,0
202012,40,055,3,7,Greer County                  ,1,1,262500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,40,081,3,7,Lincoln County                ,17,17,4590005,0,0,0,0,0,0,0,0,0,17,17,4590005,0,0,0,0,0,0,0,0,0
202012,40,083,3,7,Logan County                  ,14,14,2055000,0,0,0,0,0,0,0,0,0,14,14,2055000,0,0,0,0,0,0,0,0,0
202012,40,087,3,7,McClain County                ,558,558,111533490,23,46,4512365,3,11,907500,0,0,0,417,417,85202467,22,44,4262365,3,11,907500,0,0,0
202012,40,109,3,7,Oklahoma County               ,4799,4799,1172114843,92,184,16140600,2,8,1680000,0,0,0,4770,4770,1166564049,91,182,15978600,2,8,1680000,0,0,0
202012,40,111,3,7,Okmulgee County               ,75,75,9998330,1,2,189540,0,0,0,0,0,0,74,74,9966330,1,2,189540,0,0,0,0,0,0
202012,40,113,3,7,Osage County                  ,122,122,31817497,1,2,360050,0,0,0,1,8,500000,122,122,31817497,1,2,360050,0,0,0,1,8,500000
202012,40,117,3,7,Pawnee County                 ,3,3,705000,0,0,0,0,0,0,0,0,0,3,3,705000,0,0,0,0,0,0,0,0,0
202012,40,131,3,7,Rogers County                 ,587,587,105230135,7,14,717885,0,0,0,12,84,5947768,585,585,104829135,7,14,717885,0,0,0,12,84,5947768
202012,40,143,3,7,Tulsa County                  ,2594,2594,597162708,11,22,2636045,10,40,3875440,29,559,57098040,2594,2594,597162708,11,22,2636045,10,40,3875440,29,559,57098040
202012,40,145,3,7,Wagoner County                ,559,559,115883146,0,0,0,0,0,0,1,56,4688138,559,559,115883146,0,0,0,0,0,0,1,56,4688138
202012,41,000,4,9,Oregon Balance of State       ,368,368,40147300,0,0,0,0,0,0,0,0,0,368,368,40147300,0,0,0,0,0,0,0,0,0
202012,41,005,4,9,Clackamas County              ,1385,1385,439651282,14,28,4045908,1,4,529148,21,571,71532435,1385,1385,439651282,14,28,4045908,1,4,529148,21,571,71532435
202012,41,017,4,9,Deschutes County              ,1792,1792,464864428,65,130,16128920,5,17,2912933,19,464,73684483,1724,1724,450603020,62,124,15358668,5,17,2912933,18,459,72921480
202012,41,019,4,9,Douglas County                ,235,235,63957411,4,8,1000725,0,0,0,0,0,0,235,235,63957411,4,8,1000725,0,0,0,0,0,0
202012,41,023,4,9,Grant County                  ,5,5,1800067,1,2,263345,0,0,0,0,0,0,5,5,1800067,1,2,263345,0,0,0,0,0,0
202012,41,025,4,9,Harney County                 ,14,14,3026211,0,0,0,0,0,0,0,0,0,14,14,3026211,0,0,0,0,0,0,0,0,0
202012,41,035,4,9,Klamath County                ,152,152,32992556,0,0,0,0,0,0,0,0,0,152,152,32992556,0,0,0,0,0,0,0,0,0
202012,41,037,4,9,Lake County                   ,8,8,1840739,0,0,0,0,0,0,0,0,0,8,8,1840739,0,0,0,0,0,0,0,0,0
202012,41,051,4,9,Multnomah County              ,686,686,189654474,29,58,12032517,4,13,2133785,58,1972,227235985,576,576,161670436,18,36,7529089,2,7,683558,47,1259,133236324
202012,41,065,4,9,Wasco County                  ,63,63,14092101,7,14,2055293,0,0,0,1,6,125000,63,63,14092101,7,14,2055293,0,0,0,1,6,125000
202012,41,067,4,9,Washington County             ,1648,1648,483693312,0,0,0,0,0,0,31,1468,195652976,1605,1605,471878916,0,0,0,0,0,0,29,1410,187012516
202012,41,071,4,9,Yamhill County                ,321,321,94362177,15,30,3971792,0,0,0,0,0,0,321,321,94362177,14,28,3606418,0,0,0,0,0,0
202012,42,001,1,2,Adams County                  ,237,237,51994445,0,0,0,0,0,0,0,0,0,215,215,45201982,0,0,0,0,0,0,0,0,0
202012,42,017,1,2,Bucks County                  ,689,689,173678098,1,2,400000,2,8,1056000,2,12,1699580,520,520,135213436,1,2,400000,2,8,1056000,2,12,1699580
202012,42,029,1,2,Chester County                ,1504,1504,331055157,9,18,3301752,14,54,6863772,28,681,55373768,1300,1300,284264564,9,18,3301752,14,54,6863772,14,554,45618456
202012,42,037,1,2,Columbia County               ,56,56,13581107,1,2,285714,0,0,0,0,0,0,36,36,9276757,0,0,0,0,0,0,0,0,0
